ID,DemAffl,DemAge,DemCluster,DemClusterGroup,DemGender,DemReg,DemTVReg,PromClass,PromSpend,PromTime
2780936,5,35,32,D,F,North,N West,Gold,6000,4
1009986,8,31,22,C,M,North,Yorkshire,Silver,420,1
6413381,6,36,NA,NA,F,Midlands,Ulster,Tin,0.01,9
7302074,9,77,28,D,NA,South East,S & S East,Gold,12000,16
2671961,9,29,17,C,NA,Midlands,East,Silver,3000,5
6510056,11,62,8,B,F,South East,London,Gold,6000,6
6963790,NA,62,16,C,NA,South East,S & S East,Gold,6000,13
3612710,NA,72,49,F,F,Midlands,East,Tin,0.01,8
9124202,14,65,NA,NA,F,Midlands,Ulster,Silver,5000,1
9391698,9,47,37,E,M,South East,S & S East,Tin,0.01,5
5309179,12,65,19,C,U,Midlands,East,Silver,600.01,8
4362263,14,62,53,F,F,Midlands,Midlands,Tin,0.01,9
6089862,12,65,37,E,M,Midlands,East,Gold,6000,5
1872836,12,40,22,C,F,South East,London,Tin,0.01,4
1143825,NA,34,9,B,F,South East,London,Gold,6053.35,7
6110994,8,60,32,D,NA,Midlands,East,Tin,0.01,4
9366440,5,40,32,D,M,North,N East,Tin,0.01,5
7100633,9,53,19,C,M,Midlands,Midlands,Gold,6000,6
5239043,9,64,53,F,F,North,Yorkshire,Silver,4200,2
6096533,8,39,48,F,F,South East,London,Tin,0.01,5
4610459,12,NA,25,C,F,Midlands,Wales & West,Silver,600,4
1954967,16,57,14,B,F,South East,London,Tin,0.01,0
7178009,6,NA,1,A,M,South East,London,Tin,0.01,4
8758551,8,45,34,D,F,Midlands,East,Silver,100.01,8
1502289,6,60,2,A,F,Scottish,C Scotland,Gold,12000,6
2690066,12,63,23,C,M,South East,S & S East,Gold,18035.46,17
6547945,10,NA,14,B,M,Midlands,Midlands,Gold,7500,1
4773302,9,36,49,F,NA,Midlands,East,Tin,0.01,7
4742394,10,56,47,F,M,Midlands,Midlands,Gold,6000,4
7629281,4,71,49,F,U,Midlands,Wales & West,Silver,2500,6
6225525,14,58,52,F,F,North,Yorkshire,Gold,7515,9
7715581,6,70,7,B,F,South East,London,Gold,10000,6
7967226,13,28,32,D,F,North,N East,Gold,8000,1
624214,8,43,20,C,F,Midlands,East,Tin,0.01,7
2739507,11,NA,52,F,F,South East,London,Silver,1320,9
7398804,8,71,27,D,M,South East,London,Silver,172.83,12
4157559,12,69,14,B,F,South East,S & S East,Tin,0.01,10
441431,5,51,4,A,M,North,N West,Gold,12000,8
8802131,8,69,49,F,F,Midlands,Midlands,Silver,2610.01,8
9930434,8,56,1,A,U,North,N East,Gold,6000,8
325504,6,45,20,C,M,South East,London,Tin,0.01,5
1676367,8,66,52,F,F,Scottish,Border,Gold,6000,2
9294568,5,55,51,F,F,North,Yorkshire,Gold,20000,9
3472143,NA,61,51,F,F,Midlands,Midlands,Gold,7800,8
1015024,6,69,37,E,U,Midlands,Midlands,Gold,6000,2
3388694,3,51,22,C,F,North,N East,Tin,0.01,8
3058400,8,40,7,B,M,South East,London,Silver,420,5
9756966,5,42,50,F,F,South East,London,Silver,3800,6
2371748,3,NA,4,A,NA,South East,London,Silver,2000,5
8406933,4,57,6,B,M,South East,S & S East,Tin,0.01,6
820031,9,23,22,C,F,South East,London,Silver,420,4
5998717,6,58,52,F,F,South East,S & S East,Silver,2100,2
2035992,7,38,25,C,M,South East,London,Gold,9053.35,8
281916,8,66,51,F,NA,NA,NA,Gold,15000,13
9170312,5,52,28,D,F,North,Yorkshire,Silver,3000,9
8784676,9,52,37,E,F,South East,S & S East,Gold,6000,5
3263754,8,62,4,A,F,South East,London,Gold,8864.21,19
5288271,10,29,44,E,F,South East,London,Tin,0.01,5
7624101,11,59,6,B,F,Midlands,Wales & West,Gold,6053.35,12
283104,11,66,10,B,F,South East,S & S East,Silver,3000,2
8279939,8,50,38,E,NA,Midlands,Wales & West,Tin,0.01,5
312496,10,64,12,B,F,South East,S & S East,Gold,12247.7,7
9040477,8,51,14,B,F,South East,London,Gold,5997.16,6
2736410,5,65,18,C,M,Midlands,Midlands,Gold,6000,2
3256649,NA,56,47,F,F,Midlands,Midlands,Gold,6053.35,6
1886697,10,NA,38,E,F,Midlands,Wales & West,Silver,2400,1
5027311,6,60,25,C,F,North,N East,Gold,6580.42,12
968084,9,24,53,F,F,Midlands,Wales & West,Silver,3000,2
1568378,10,NA,19,C,F,South East,London,Silver,445,8
4660192,4,46,3,A,NA,Midlands,Midlands,Silver,1785,9
6021165,9,46,1,A,F,Scottish,C Scotland,Silver,600,8
9406248,NA,74,6,B,M,NA,NA,Gold,19215.21,1
457387,7,60,10,B,F,North,N West,Tin,0.01,4
9573023,6,76,41,E,U,South East,London,Gold,12053.35,6
2552951,7,75,44,E,F,South East,S & S East,Gold,12652.53,2
4013774,7,49,18,C,U,North,N West,Tin,0.01,8
2312960,8,42,52,F,F,South East,S & S East,Tin,0.01,4
283488,17,36,34,D,M,South East,London,Tin,0.01,6
3903785,16,39,25,C,F,South East,London,Tin,0.01,8
6494037,NA,64,52,F,M,Midlands,East,Silver,5000,2
4110570,4,69,31,D,F,Scottish,C Scotland,Gold,12000,4
678981,9,72,NA,NA,U,Midlands,Ulster,Gold,7000,9
3223131,4,45,47,F,NA,North,N West,Silver,0.03,9
8772508,10,43,47,F,M,NA,NA,Silver,1000,4
8547242,9,41,32,D,F,North,N West,Silver,1000,5
3470238,10,75,16,C,M,South East,S & S East,Tin,0.01,9
6660597,5,64,27,D,NA,South East,S & S East,Gold,10000,1
5408608,13,50,14,B,M,South East,S & S East,Silver,3000,14
1910035,4,42,29,D,F,South East,London,Tin,0.01,8
199408,8,67,6,B,NA,Midlands,East,Silver,2800,8
5424410,NA,45,10,B,NA,Midlands,Wales & West,Silver,100,9
130422,5,51,22,C,NA,South East,London,Tin,0.01,5
1533091,11,61,41,E,U,South East,London,Tin,0.01,8
9314802,13,44,21,C,M,South East,London,Tin,0.01,5
9777761,10,49,1,A,F,South East,London,Tin,0.01,7
3236041,14,27,24,C,M,Midlands,Wales & West,Silver,1000,4
7238791,11,52,17,C,F,Midlands,Midlands,Tin,0.01,5
2546085,10,54,25,C,M,North,N West,Tin,0.01,9
440898,8,47,19,C,M,Midlands,Wales & West,Silver,3000,6
9592311,10,42,4,A,M,South East,London,Gold,6000,1
4510701,8,49,32,D,M,Midlands,Midlands,Silver,1000.01,5
1178782,10,64,14,B,F,Midlands,Midlands,Silver,5000,5
7144973,6,64,12,B,F,South East,London,Gold,6107.64,5
3227552,11,23,51,F,F,Midlands,Midlands,Silver,700,2
5605907,10,60,37,E,M,Midlands,Midlands,Silver,300,11
7224279,12,49,10,B,F,Scottish,C Scotland,Silver,100,4
3411167,12,67,45,E,M,Midlands,Midlands,Silver,1000,1
8527639,12,50,28,D,M,Midlands,Midlands,Silver,600,4
875176,16,56,47,F,F,North,N West,Gold,6000,2
7381863,10,78,16,C,M,Midlands,East,Gold,6105.32,9
9626789,7,60,48,F,F,Midlands,East,Silver,3000,3
443864,9,50,45,E,F,NA,NA,Silver,2000,5
590524,NA,NA,50,F,NA,Midlands,East,Tin,0.01,4
2361975,6,31,51,F,F,South East,London,Tin,0.01,7
8142099,12,54,10,B,M,Scottish,C Scotland,Silver,500,8
9373051,10,72,19,C,M,South East,S & S East,Silver,3000,7
1230598,8,61,32,D,M,North,N West,Gold,20000,6
5673041,6,NA,30,D,F,South East,S & S East,Silver,2000,2
1893070,12,64,3,A,NA,South East,London,Platinum,70000,4
5599817,2,41,34,D,F,Midlands,Midlands,Tin,0.01,8
8631124,4,51,55,U,M,South East,London,Silver,600,5
9218294,4,32,27,D,F,Midlands,Wales & West,Tin,0.01,4
3994332,10,46,43,E,M,Midlands,Midlands,Silver,2000,7
6706950,16,76,38,E,F,Midlands,Midlands,Gold,6000,2
3624323,16,33,53,F,F,South East,London,Silver,1000,4
5284436,8,54,37,E,M,North,Yorkshire,Silver,3000,1
6996800,12,63,14,B,F,South East,S & S East,Silver,3350,4
7826324,5,45,53,F,F,North,Yorkshire,Tin,0.01,5
9284445,8,72,8,B,F,Midlands,Midlands,Gold,6000,1
8633094,NA,NA,53,F,F,North,Yorkshire,Tin,0.01,5
5505328,11,48,51,F,F,South East,London,Silver,2600,7
2640493,6,29,14,B,M,NA,NA,Gold,6000,2
9365341,5,79,51,F,M,Midlands,Wales & West,Gold,6000,1
759060,8,53,8,B,F,Midlands,Wales & West,Silver,1680,4
4415103,5,49,23,C,M,South West,S West,Silver,0.02,5
2843093,6,74,27,D,M,North,N East,Platinum,24000,18
2980210,7,40,NA,NA,F,Midlands,Ulster,Tin,0.01,5
8477605,7,52,14,B,F,South East,London,Gold,6053.34,4
1680637,4,49,27,D,U,Midlands,Midlands,Silver,4000,5
1262831,13,72,28,D,M,South East,S & S East,Silver,1000,1
9387567,8,34,32,D,NA,Scottish,C Scotland,Tin,0.01,4
7915919,11,63,20,C,F,South East,London,Silver,500,9
8214905,11,77,44,E,U,South East,London,Gold,6107.64,6
4969223,9,41,10,B,NA,South East,London,Silver,50.01,8
5512004,15,71,9,B,M,South East,London,Gold,6000,3
7951194,13,30,47,F,F,Midlands,Midlands,Gold,6000,1
8969849,6,44,27,D,F,South East,London,Silver,3436.71,5
8056837,10,NA,20,C,NA,South East,London,Gold,11450,8
5951573,7,60,1,A,M,North,N East,Gold,6000,13
7782708,7,50,18,C,F,Midlands,Midlands,Gold,12106.7,7
1054145,8,44,38,E,F,South East,London,Tin,0.01,5
6729290,11,63,19,C,F,NA,NA,Gold,6000,2
5979129,7,53,7,B,F,Midlands,Wales & West,Gold,15000,4
5476102,4,NA,8,B,F,Midlands,Wales & West,Tin,0.01,4
164013,4,59,5,B,M,South East,S & S East,Gold,6000,1
5920899,NA,23,19,C,F,South East,London,Silver,2500,6
9804349,6,68,13,B,F,South East,London,Gold,12000,2
3927094,9,73,10,B,F,South East,London,Gold,6053.35,28
6136961,19,51,52,F,F,South East,S & S East,Tin,0.01,5
3147646,11,65,52,F,M,South East,London,Gold,5999.98,4
4369478,9,46,12,B,U,Midlands,Midlands,Silver,100,1
9785831,NA,43,32,D,M,Midlands,Midlands,Tin,0.01,5
7758862,NA,59,5,B,F,South East,S & S East,Silver,1000,5
4891422,6,NA,34,D,F,Midlands,East,Tin,0.01,4
3948065,11,37,34,D,F,Scottish,C Scotland,Tin,0.01,5
6972641,11,52,32,D,F,North,N West,Silver,1500,8
1448122,16,37,52,F,M,Midlands,East,Silver,4500,9
2011781,10,60,14,B,F,South East,London,Silver,1000,5
1840497,12,63,50,F,F,South East,London,Silver,3035.88,7
7692794,6,33,51,F,M,North,N West,Silver,2000,1
3409770,11,79,9,B,F,Midlands,Wales & West,Gold,10000,1
6712932,NA,45,53,F,M,Midlands,East,Tin,0.01,NA
540642,13,59,35,D,NA,South East,London,Gold,6000,5
438998,8,53,38,E,F,North,N East,Silver,420,9
6470,6,54,52,F,M,South East,London,Tin,0.01,4
1734627,6,55,24,C,F,North,N West,Gold,6000,1
4240097,4,64,16,C,M,South East,London,Silver,4000.01,7
859611,13,56,8,B,F,South East,London,Silver,2000,2
7410482,7,67,4,A,M,South East,London,Silver,4260,13
4265590,9,44,38,E,F,North,Yorkshire,Silver,1600,9
895113,6,71,25,C,M,Midlands,Midlands,Gold,6000,3
4665907,12,NA,15,B,F,South East,S & S East,Gold,19500,5
3670536,9,77,49,F,F,Midlands,Midlands,Gold,6000,31
2142461,9,37,47,F,F,South East,London,Silver,0.02,5
4306577,6,32,49,F,NA,Midlands,Wales & West,Silver,360,8
1628813,9,31,8,B,NA,North,N West,Tin,0.01,5
3709036,10,46,14,B,F,North,N West,Silver,35,3
9505401,7,77,34,D,U,NA,NA,Silver,2000,7
1321685,11,44,26,C,F,South East,London,Gold,13000,11
7444273,14,58,51,F,F,South East,London,Silver,100,2
6152215,8,65,5,B,F,Midlands,Midlands,Gold,6000,2
4528593,9,40,35,D,M,South East,London,Gold,14561.29,7
5472419,12,64,12,B,NA,Midlands,Midlands,Gold,17500,4
4492553,7,50,34,D,F,Midlands,East,Gold,12035.56,4
8884783,3,48,3,A,M,Scottish,C Scotland,Gold,6000,2
1335863,4,47,3,A,M,South East,London,Silver,100,1
6732567,4,66,10,B,M,South East,London,Platinum,20594.13,8
7237084,16,71,11,B,U,North,N West,Tin,0.01,5
3058380,7,56,35,D,F,North,N West,Silver,5000,1
9825290,5,51,27,D,NA,South East,S & S East,Silver,1000,5
5654562,6,68,49,F,M,Midlands,East,Gold,12000,15
5768507,7,43,52,F,M,NA,NA,Tin,0.01,5
2016790,11,38,27,D,M,South East,London,Tin,0.01,5
850705,8,55,52,F,U,North,Yorkshire,Silver,3000,21
9315037,12,49,53,F,F,Midlands,Midlands,Silver,600,9
9454561,11,37,27,D,F,South East,London,Silver,2000,5
1287125,12,42,26,C,F,NA,NA,Silver,122.24,2
2414978,5,55,15,B,M,Scottish,C Scotland,Gold,6000,2
4125242,10,64,37,E,M,North,N West,Gold,9000,5
5840164,4,51,23,C,M,North,Yorkshire,Silver,680,6
7449251,10,41,51,F,M,South West,S West,Tin,0.01,7
3061479,5,60,19,C,F,Midlands,Wales & West,Silver,4000,2
3246171,8,25,38,E,M,Midlands,East,Silver,1000,5
1012862,6,NA,52,F,F,South East,London,Tin,0.01,4
6613379,10,67,30,D,F,South East,London,Silver,1000,9
302448,15,59,24,C,F,NA,NA,Gold,6000,1
5205113,14,52,5,B,F,South East,London,Gold,6000,2
5438962,7,60,16,C,F,Midlands,Wales & West,Gold,7600,8
4362284,8,72,10,B,M,South East,London,Gold,6000,4
3856627,13,46,12,B,M,Midlands,East,Silver,5000,4
6762379,10,44,52,F,F,Midlands,East,Tin,0.01,5
1242870,9,64,37,E,F,North,N West,Tin,0.01,7
1268076,7,35,25,C,F,North,N East,Tin,0.01,5
3834367,9,35,27,D,F,South West,S West,Tin,0.01,5
5503051,NA,42,4,A,F,South East,London,Gold,12000,14
3012460,NA,50,35,D,F,South East,London,Tin,0.01,NA
6273309,5,65,23,C,NA,South West,S West,Tin,0.01,5
3847818,7,40,NA,NA,U,Midlands,Wales & West,Gold,15000,5
5452792,9,40,52,F,M,South East,S & S East,Tin,0.01,5
1934128,11,26,52,F,F,South East,London,Tin,0.01,4
7215901,11,74,30,D,F,South West,S West,Silver,1000,4
8644448,6,66,28,D,M,South East,S & S East,Silver,4884.25,8
3980484,9,67,37,E,M,South East,London,Gold,16000,5
3910822,NA,37,31,D,M,South East,London,Tin,0.01,8
9585870,8,NA,23,C,U,South East,London,Tin,0.01,8
4094548,NA,77,45,E,F,Midlands,Midlands,Gold,9000,8
3764783,12,47,1,A,F,North,N West,Silver,500,7
1341388,6,52,18,C,M,Midlands,Wales & West,Silver,60.01,8
3758690,11,40,32,D,F,South East,London,Silver,2300,9
7964892,4,52,20,C,F,Midlands,East,Tin,0.01,7
2615283,6,45,33,D,M,Midlands,Wales & West,Silver,1300,8
917956,NA,NA,9,B,F,NA,NA,Gold,6000,1
3934517,10,61,16,C,M,Midlands,East,Tin,0.01,8
402607,7,50,14,B,F,South East,London,Tin,0.01,4
9505786,7,63,35,D,F,Midlands,Wales & West,Gold,10000,9
3351738,8,33,32,D,M,Midlands,Midlands,Tin,0.01,4
8629610,12,59,41,E,U,Midlands,Wales & West,Silver,2000,3
9016746,7,42,32,D,F,Midlands,Midlands,Tin,0.01,8
5967579,6,30,47,F,F,Midlands,Midlands,Tin,0.01,5
3713917,10,56,8,B,M,South East,London,Gold,12000,8
5432862,10,56,34,D,NA,Scottish,C Scotland,Gold,6000,5
7690346,7,NA,51,F,M,South East,London,Silver,100,11
5917333,7,76,1,A,M,South East,London,Tin,0.01,NA
83797,9,73,28,D,M,South East,London,Silver,5000,4
5868365,7,36,46,F,F,South East,S & S East,Gold,6000,11
7549978,9,48,13,B,F,South East,London,Silver,1200,5
3546960,6,67,23,C,M,Midlands,Wales & West,Tin,0.01,8
9092929,7,NA,20,C,M,South East,London,Gold,6053.34,4
4931861,8,61,25,C,M,South East,London,Silver,3600,11
714844,15,58,5,B,F,South East,S & S East,Gold,12105.32,7
3868670,7,48,51,F,NA,Midlands,Midlands,Silver,500,8
5735631,6,NA,26,C,U,South East,London,Tin,0.01,5
9624782,7,46,33,D,NA,North,N West,Tin,0.01,5
7437020,6,67,19,C,U,South East,S & S East,Gold,9000,3
3480823,5,55,28,D,M,South East,London,Tin,0.01,8
5692334,9,48,16,C,NA,Midlands,Wales & West,Tin,0.01,5
7687217,12,37,25,C,F,Midlands,Wales & West,Gold,6000,1
2245134,14,43,19,C,F,South East,S & S East,Tin,0.01,4
1521718,7,45,19,C,M,North,Yorkshire,Silver,300,9
8517389,3,50,11,B,M,South West,S West,Silver,3000,1
9404939,5,69,3,A,F,South East,London,Silver,1262.01,16
7951908,7,74,41,E,F,Midlands,East,Silver,5000,4
2844783,4,77,20,C,F,North,N West,Gold,9025,11
8326631,9,71,22,C,NA,NA,NA,Gold,6000,1
4872835,6,60,23,C,F,South West,S West,Tin,0.01,4
1996075,13,54,44,E,U,South East,S & S East,Silver,2500,2
3834198,7,65,NA,NA,F,Midlands,Ulster,Gold,6000,6
4375982,6,39,25,C,U,South East,S & S East,Silver,250.01,9
9442391,12,41,33,D,F,South East,London,Gold,12155.32,7
1983434,7,48,19,C,F,South East,S & S East,Gold,9000,10
711031,7,76,44,E,F,Midlands,East,Silver,4000,12
3926006,4,52,24,C,M,South East,London,Tin,0.01,8
2581561,6,NA,29,D,M,South East,London,Tin,0.01,8
2108134,NA,53,45,E,F,Midlands,East,Tin,0.01,8
6591919,10,75,19,C,M,South East,London,Platinum,26000,4
7670701,18,46,22,C,F,North,Yorkshire,Tin,0.01,8
5547880,7,56,9,B,F,South East,London,Silver,5000,3
8285806,6,56,25,C,F,North,N West,Tin,0.01,7
8166053,5,42,53,F,M,Midlands,Midlands,Tin,0.01,5
5919782,15,NA,10,B,F,Midlands,Midlands,Silver,3000,7
8870150,6,49,18,C,F,North,N West,Tin,0.01,8
7767445,20,38,27,D,F,Midlands,East,Silver,0.02,9
9489612,7,48,22,C,F,North,N East,Tin,0.01,5
8128331,11,68,37,E,F,Midlands,Midlands,Gold,8000.9,26
8635188,18,31,47,F,NA,Midlands,East,Silver,1920,4
9460109,3,77,2,A,M,Midlands,Wales & West,Silver,1000,5
4246231,5,74,12,B,M,South East,S & S East,Gold,5329.73,18
1167922,5,51,12,B,F,South East,London,Gold,6000,2
6918532,8,38,8,B,NA,South East,London,Tin,0.01,11
5737261,12,30,7,B,F,South East,London,Gold,16000,4
5265791,6,64,NA,NA,U,Midlands,East,Silver,1000,8
5249784,NA,44,4,A,F,Midlands,Midlands,Silver,0.02,9
4536323,8,56,28,D,F,South West,S West,Silver,2000,5
4297030,6,69,11,B,F,Midlands,Midlands,Gold,6000,1
9653980,8,71,41,E,M,South East,London,Silver,5000,5
204228,14,38,53,F,F,Midlands,Midlands,Silver,2050.01,8
7495867,3,45,53,F,F,Midlands,Wales & West,Tin,0.01,5
7399512,10,45,35,D,F,Midlands,Midlands,Tin,0.01,4
2978130,13,60,35,D,M,Midlands,Midlands,Tin,0.01,4
6873500,13,46,34,D,F,NA,NA,Tin,0.01,8
1580478,NA,61,4,A,F,North,Yorkshire,Silver,750,30
2300119,9,31,31,D,M,South East,London,Tin,0.01,5
1766309,6,55,51,F,NA,Midlands,Midlands,Tin,0.01,4
4061472,6,47,19,C,F,North,N West,Tin,0.01,5
3467970,10,41,53,F,M,North,N East,Tin,0.01,5
9997965,9,42,17,C,F,South East,London,Silver,2000,2
5239185,10,58,14,B,F,Midlands,Midlands,Platinum,20483.27,3
7785351,8,35,31,D,F,South East,London,Tin,0.01,5
5638321,9,62,12,B,M,North,Yorkshire,Gold,11025,7
626594,12,74,37,E,M,South East,London,Platinum,22000,24
2448840,7,69,4,A,M,Midlands,Wales & West,Silver,3000,3
2789010,17,53,32,D,M,Midlands,Midlands,Silver,100,9
6256259,11,27,4,A,F,South East,London,Silver,500,8
3158492,4,49,50,F,F,Scottish,C Scotland,Tin,0.01,5
936572,5,54,26,C,F,South East,London,Tin,0.01,7
8754077,10,NA,41,E,F,South East,S & S East,Silver,50,10
9687801,10,45,4,A,U,South East,London,Gold,16053.35,6
5395008,5,76,52,F,F,Midlands,Midlands,Silver,3000,16
6644907,5,41,27,D,F,South East,S & S East,Tin,0.01,7
8490755,9,58,23,C,F,South East,London,Gold,8400,11
501820,10,NA,35,D,F,South East,London,Gold,15000,4
6075714,8,55,52,F,F,North,Yorkshire,Silver,20,19
23446,5,48,20,C,M,Midlands,Midlands,Gold,6000,1
3255139,7,43,36,E,F,Midlands,Midlands,Silver,4000,1
8498434,7,50,NA,NA,F,Midlands,Wales & West,Tin,0.01,4
7880119,5,69,23,C,U,Midlands,East,Silver,1500,12
629235,16,60,28,D,F,Midlands,East,Silver,2500,2
370541,11,50,41,E,F,South East,London,Silver,3000,4
6541849,11,57,22,C,NA,South East,London,Tin,0.01,9
9606197,11,36,12,B,F,Midlands,East,Tin,0.01,8
884187,7,32,19,C,F,North,N West,Silver,1000,5
9799903,7,30,34,D,M,Midlands,East,Tin,0.01,6
9912148,10,62,1,A,M,North,N West,Gold,6000,4
494368,4,65,38,E,M,North,Yorkshire,Silver,3000,8
6446460,7,59,53,F,F,South East,S & S East,Silver,780,11
727675,6,73,44,E,M,Midlands,Midlands,Silver,2000,4
7239693,12,60,18,C,M,Scottish,C Scotland,Tin,0.01,5
7991211,7,60,6,B,NA,South East,S & S East,Tin,0.01,8
189325,9,57,4,A,F,South East,London,Silver,3000,8
7260907,11,45,51,F,F,South East,London,Gold,15679.84,14
7844701,7,31,12,B,F,Midlands,East,Silver,550,2
9884289,11,39,38,E,NA,South East,London,Tin,0.01,7
5220857,3,76,15,B,F,Midlands,Midlands,Tin,0.01,29
1894484,11,NA,24,C,M,Midlands,Midlands,Tin,0.01,7
9691429,5,57,40,E,F,South West,S West,Silver,2320,8
1738626,6,38,20,C,M,Midlands,Midlands,Silver,1000,1
7481276,14,39,7,B,M,South East,London,Silver,3842,1
5951149,6,68,53,F,M,North,N East,Tin,0.01,7
4746197,6,30,25,C,F,South East,London,Gold,12000,2
1899587,14,53,42,E,F,South East,S & S East,Silver,500,8
854963,4,38,52,F,M,South East,London,Gold,9107.64,5
2647719,9,64,30,D,F,Midlands,East,Gold,12000,8
6102661,7,33,44,E,M,South East,London,Tin,0.01,5
480222,11,NA,48,F,F,South East,London,Tin,0.01,5
132282,9,73,18,C,U,Midlands,Midlands,Silver,4884.25,8
1285088,10,79,41,E,U,South East,London,Silver,0.02,9
2149548,8,43,27,D,F,South East,London,Tin,0.01,5
8047498,7,35,53,F,F,North,N East,Tin,0.01,5
4395607,8,47,NA,NA,F,South East,London,Silver,1000,16
4014916,8,67,2,A,F,South East,S & S East,Gold,9553.82,11
4744862,10,44,10,B,F,South East,London,Silver,0.02,5
6407416,8,70,32,D,NA,Midlands,Midlands,Silver,500,31
2917838,8,64,37,E,NA,Midlands,Midlands,Tin,0.01,5
4341078,10,53,12,B,F,Midlands,Midlands,Silver,3000,8
1314204,NA,41,50,F,F,NA,NA,Silver,1050,7
6481790,8,61,27,D,NA,South East,S & S East,Gold,6000,5
8283825,5,37,27,D,F,South East,S & S East,Gold,8000,4
5153170,13,55,37,E,F,North,Yorkshire,Tin,0.01,8
5783231,NA,74,47,F,M,North,N West,Gold,10000,4
4549642,9,35,4,A,M,South East,S & S East,Silver,47.83,2
6080153,8,54,14,B,M,South East,S & S East,Tin,0.01,16
5991297,5,53,10,B,F,South East,London,Silver,480,9
824273,6,50,49,F,F,North,Yorkshire,Gold,12000,1
7325517,11,46,35,D,F,North,Yorkshire,Silver,1000,8
2798313,5,45,51,F,F,South East,London,Tin,0.01,5
1784181,1,64,45,E,F,North,Yorkshire,Gold,18000,2
1882260,8,53,22,C,F,South East,London,Silver,1000,4
1195951,10,51,6,B,U,South East,S & S East,Silver,4000,9
2823508,7,36,12,B,U,North,N West,Tin,0.01,8
7504410,9,38,22,C,F,Midlands,Wales & West,Tin,0.01,4
5908462,6,76,27,D,M,South East,London,Silver,2500,21
2948368,12,29,1,A,F,South East,London,Silver,3000,8
1607071,7,60,44,E,F,South East,London,Tin,0.01,13
8376664,12,25,3,A,F,South East,London,Tin,0.01,5
9465440,13,43,49,F,F,North,Yorkshire,Tin,0.01,5
6482672,6,71,16,C,M,North,Yorkshire,Gold,11000,4
6533738,3,62,19,C,M,Midlands,Midlands,Gold,6053.35,5
7279477,2,51,25,C,NA,North,N West,Tin,0.01,9
7219256,9,39,53,F,F,South East,S & S East,Tin,0.01,4
9869530,7,54,37,E,F,South East,S & S East,Platinum,22053.34,4
735693,12,53,32,D,M,Midlands,Wales & West,Tin,0.01,8
2315549,9,55,19,C,F,Midlands,East,Gold,12053.82,10
4381961,12,60,10,B,NA,South East,London,Platinum,22500,8
5319973,7,72,25,C,F,Midlands,East,Platinum,20105.32,7
5918761,8,43,53,F,F,Midlands,Midlands,Tin,0.01,5
2947044,5,63,52,F,F,South East,London,Gold,10000,4
7231765,8,50,53,F,NA,Midlands,Midlands,Tin,0.01,5
4751219,11,42,16,C,F,Midlands,Wales & West,Tin,0.01,8
8778750,9,44,32,D,F,North,N West,Tin,0.01,5
8502444,10,63,12,B,M,South East,London,Gold,6000,1
8087572,5,45,20,C,F,North,N West,Tin,0.01,8
9515349,3,NA,25,C,F,South East,London,Silver,50.01,8
7558124,9,55,52,F,M,North,N West,Silver,2000,1
8577863,14,58,27,D,NA,Midlands,Midlands,Tin,0.01,5
8602911,11,58,13,B,F,South East,S & S East,Tin,0.01,12
3504227,8,50,53,F,F,Midlands,Midlands,Silver,1000,4
1970307,8,40,8,B,F,South East,London,Silver,5000,8
1491484,10,43,21,C,F,South East,London,Tin,0.01,NA
1957032,5,66,9,B,F,South East,London,Gold,17000,8
7739019,20,31,12,B,F,Midlands,East,Silver,1000,5
3279639,NA,69,24,C,NA,Midlands,Midlands,Gold,9000,8
